5	166	107	53	3272	263	64	199	130	203	211	127	285	55	1	86	157	6	12	147
5	166	107	53	3272	263	64	199	130	203	211	127	285	55	1	86	157	6	12	147
19	83	115	29	9686	285	-104	389	194	-34	203	-47	877	101	38	24	268	147	257	153
5	166	107	53	3272	263	64	199	130	203	211	127	285	55	1	86	157	6	12	147
5	166	107	53	3272	263	64	199	130	203	211	127	285	55	1	86	157	6	12	147
6	140	152	48	5703	317	6	311	81	188	218	74	555	98	3	77	288	27	41	270
6	140	152	48	5703	317	6	311	81	188	218	74	555	98	3	77	288	27	41	270
19	83	115	29	9686	285	-104	389	194	-34	203	-47	877	101	38	24	268	147	257	153
19	83	115	29	9686	285	-104	389	194	-34	203	-47	877	101	38	24	268	147	257	153
19	83	115	29	9686	285	-104	389	194	-34	203	-47	877	101	38	24	268	147	257	153
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
14	100	117	31	8858	288	-79	367	190	-6	212	-18	1171	116	75	12	332	250	321	255
20	68	116	25	11560	286	-167	453	209	-90	209	-90	749	111	21	50	312	69	312	69
20	68	116	25	11560	286	-167	453	209	-90	209	-90	749	111	21	50	312	69	312	69
